"nom";"adresse";"departement";"codepostal";"nomcommune";"inseecommune";"lambert2x";"lambert2y";"substance"
"VAL MAT SAS (BRULE (SBEC) vouvray huisne";"La Grouas Traversière";"72";"72160";"VOUVRAY SUR HUISNE";"72383";466648;2343894;"CALCAIRE"
"HERVE S.A.";"Misengrain";"49";"49520";"NOYANT LA GRAVOYERE";"49229";351966;2307108;"SCHISTES"
"JUGE Pouêze";"La Descenderie";"49";"49370";"LA POUEZE";"49249";363464;2289570;"ARDOISES"
"STPHA";"la carterie";"49";"49370";"LA POUEZE";"49249";363576;2288855;"ARDOISES"
"LGO SAINTE ANNE-CAMPBON";"Bel Air La Livaudais";"44";"44750";"CAMPBON";"44025";269436;2279468;"GNEISS"
"LUCET :  bate-arboises-clos de midi-ardi";"la Bâte - les Arboises - clos de midi";"49";"49260";"BREZE";"49046";419145;2244197;"CALCAIRE"
"CARRIERES DE SAINT GEORGES";"Carrière de Goulvent";"53";"53480";"ST GEORGES LE FLECHARD";"53220";386559;2342266;"RHYOLITES"
"CARRIERES DU LAVEDAN (SARL) (carrière)";"Pied d'Alian";"65";"65100";"VIGER";"65470";404923;1786187;"CALCAIRE"
"CARRIERES DE CAMBOUNES SARL";"Le Causse";"81";"81260";"CAMBOUNES";"81053";608253;1842958;"CALCAIRE"
"IMERYS T.C";"Séverac";"81";"81220";"DAMIATTE";"81078";568929;1852466;"ARGILE"
"COLAS MIDI-MEDITERRANEE (carrière)";"Boussou et Travers de Boussou";"81";"81230";"LACAUNE";"81124";627778;1857439;"CALCAIRE"
"CASTILLE Société des Ets (Carrière)";"Raffanel";"81";"81230";"LACAUNE";"81124";632264;1857753;"DIORITES"
"BESSAC SA Le Rivet (182.002)";"Le Rivet, Combe du Rivet, Puech Grand et";"81";"81360";"MONTREDON LABESSONNIE";"81182";592724;1862154;"CORNEENNES"
"CEMEX SAS (288.001)";"La Mandre";"81";"81540";"SOREZE";"81288";579656;1826855;"CALCAIRE"
"MIDI PYRENEES GRANULATS";"Pouxets";"82";"82800";"BRUNIQUEL";"82026";547540;1895794;"CALCAIRE"
"MGM ";"Roque Traoucade";"82";"82160";"CAYLUS";"82038";549312;1913823;"CALCAIRE"
"CARRIERES DU SUD OUEST SNC";"Le Ramie et la Cote";"82";"82250";"LAGUEPIE";"82088";568964;1905425;"AMPHIBOLITES"
"SEMATEC ";"lieu dit causse de lugan";"82";"82300";"MONTEILS";"82126";539512;1907093;"CALCAIRE"
"MIDI PYRENEES GRANULATS";"Maurugal";"82";"82800";"MONTRICOUX";"82132";543574;1902233;"CALCAIRE"
"SABLIERES GARCIA ex SOMAPIC (lafitte t)";"Le Jadet";"31";"31360";"LAFFITE TOUPIERE";"31260";481724;1796405;"QUARTZ"
"SOURZAT Sarl";"Coustals del Pics & A las Garennos ";"46";"46110";"STRENQUELS";"46312";542965;1996399;"CALCAIRE"
"IMERYS Talc Luzenac  France trimouns";"Trimouns  (carrière)";"09";"09250";"LUZENAC";"09176";555983;1755325;"TALC"
"SOUM ET CIE SNC";"Fount Del Choum";"09";"09200";"ENCOURTIECH";"09110";504830;1774266;"CALCAIRE"
"SEDEMD SA ";"La Cau";"12";"12510";"BALSAC";"12020";610220;1933930;"CALCAIRE"
"OCCITANIE PIERRES  Sarl";"Pech d'Anjou";"46";"46330";"CENEVIERES";"46068";553978;1939370;"CALCAIRE"
"OSAGRA";"Combals Védarmes";"82";"82150";"BELVEZE";"82016";499662;1924632;"CALCAIRE"
"PIERRE MARBREE DE SAUCLIERES SARL ";"Les Bastides";"12";"12230";"SAUCLIERES";"12260";683292;1886248;"CALCAIRE"
"DEJEAN Robert";"La Devèze";"12";"12120";"COMPS LA GRAND VILLE";"12073";617250;1911657;"SCHISTES"
"CARRIERES DE CASSAGNES-GOUTRENS";"Les Costes";"12";"12390";"GOUTRENS";"12111";604878;1938397;"CALCAIRE"
"CARRIERES DU ROUERGUE (Sanvensa)";"Les Bouysses";"12";"12200";"SANVENSA";"12259";573946;1917464;"GRANITE"
"PERRY";"Les Cloups";"82";"82160";"CAYLUS";"82038";554808;1912311;"CALCAIRE"
"REGI GRANITS (042.014)";"Sept faux";"81";"81100";"BURLATS";"81042";604243;1847863;"GRANITE"
"GRANITS DE LASCOMBES SARL";"Terme de Lascombes";"81";"81490";"ST SALVY DE LA BALME";"81269";601757;1846115;"GRANITE"
"MENOU RENE ET FILS SARL";"Terme de Mondot";"81";"81490";"ST SALVY DE LA BALME";"81269";604963;1845234;"GRANITE"
"RICARD GRANITS SARL";"Le Roubi";"81";"81100";"BURLATS";"81042";602369;1848440;"GRANITE"
"CARRIERES DU ROUERGUE (Villefranche)";"La Maladrerie";"12";"12200";"VILLEFRANCHE DE ROUERGUE";"12300";576033;1925766;"CALCAIRE"
"CAZOR Thierry";"La Couyrélie";"12";"12240";"COLOMBIES";"12068";598937;1929892;"GNEISS"
"CELLIER Père & Fils";"Le Pendouliou";"12";"12470";"ST CHELY D AUBRAC";"12214";654960;1955843;"TOURBE"
"CHASSANG Pierre (Brommat)";"Gourdoux";"12";"12600";"BROMMAT";"12036";628470;1975781;"BASALTES"
"CHASSANG Pierre (Taussac)";"Les Crozes";"12";"12600";"TAUSSAC";"12277";624479;1984499;"CALCAIRE"
"CLERMONT René";"Rocaben de Sergeant";"12";"12140";"ST HIPPOLYTE";"12226";621801;1970452;"SCHISTES"
"COSTE TRAVAUX PUBLICS (Camares)";"Le Maurel et les Faysses";"12";"12360";"CAMARES";"12044";645706;1866547;"CALCAIRE"
"COSTE TRAVAUX PUBLICS(St Affrique)";"Crassous";"12";"12400";"ST AFFRIQUE";"12208";644440;1888421;"CALCAIRE"
"COUDERC EURL Najac";"Les Massettes";"12";"12270";"NAJAC";"12167";570721;1912991;"GRES"
"COUDERC EURL Ste Croix";"La Garenne";"12";"12260";"STE CROIX";"12217";568089;1934609;"CALCAIRE"
"CRANSAC Francis";"Perbencous";"12";"12170";"DURENQUE";"12092";624152;1901859;"MICASCHISTES"
"GALIBERT et FILS Prades d'Aubrac";"Puech de Condamines";"12";"12470";"PRADES D AUBRAC";"12187";646517;1946468;"BASALTES"
"GRANIER SAS (St-Eulalie)";"Puech Caout";"12";"12230";"STE EULALIE DE CERNON";"12220";661661;1885802;"CALCAIRE"
"MAZARS TP SARL (carrières)";"Roc d'Aupio";"12";"12000";"DRUELLE";"12090";613324;1928812;"MICASCHISTES"
"ROUVIER Entreprise";"Roquecanude";"12";"12620";"ST BEAUZELY";"12213";652827;1905321;"BASALTES"
"SEVIGNE INDUSTRIES Montclar";"L'Hôpital";"12";"12550";"MONTCLAR";"12149";623768;1886377;"GRES"
"COLAS SUD-OUEST SA  Crayssac";"Boule d'Espère";"46";"46150";"CRAYSSAC";"46080";521512;1946440;"CALCAIRE"
"SDC Sas";"Travers de Pechfourque";"46";"46340";"SALVIAC";"46297";517241;1965958;"CALCAIRE"
"COLAS RHONE-ALPES AUVERGNE SA";"Pontouillac et Les Brels";"46";"46130";"GLANES";"46124";562936;1990433;"CALCAIRE"
"BEN JOSEPH SARL";"Carauce";"81";"81100";"BURLATS";"81042";602946;1848511;"GRANITE"
"BRUNIQUEL CLAUDE";"Camp Sirven -  Le Jautas";"81";"81490";"ST SALVY DE LA BALME";"81269";603154;1844920;"GRANITE"
"CAMBESSE GRANITS EURL";"Le Roubi";"81";"81100";"BURLATS";"81042";602215;1848478;"GRANITE"
"CARRIERES DU BOUSQUET SARL";"Sionac";"81";"81100";"BURLATS";"81042";602979;1848061;"GRANITE"
"CARRIERES DU BOUSQUET SARL";"La Ferrière";"81";"81100";"BURLATS";"81042";599824;1849059;"GRANITE"
"LAC HAUT (STE D'EXPLOITATION DU)";"Le Lac Haut";"81";"81100";"BURLATS";"81042";601530;1847175;"GRANITE"
"AGE DE PIERRE";"Lieu dit ""Les Peyrières""";"82";"82160";"PUYLAGARDE";"82147";560536;1921666;"CALCAIRE"
"PIERRES DE L'ARMAGNAC (Carrière)";"Breuils";"32";"32350";"BIRAN";"32054";444319;1856790;"CALCAIRE"
"DIOGO Maria Alice";"Cazals";"46";"46150";"CRAYSSAC";"46080";519685;1946220;"CALCAIRE"
"LES GRANITS DE SEPT FAUX 042.072";"Le Lac Bas - Foncrabe - L'Oustalet";"81";"81100";"BURLATS";"81042";600855;1846706;"GRANITE"
"BENNE JEAN PIERRE Sirventou 269.122";"Sirventou";"81";"81490";"ST SALVY DE LA BALME";"81269";600539;1845981;"GRANITE"
"DRAGAGES GARONNAIS (Latoue)";"La Peine";"31";"31800";"LATOUE";"31278";473340;1796455;"CALCAIRE"
"SCTP La Capelle Bleys";"Puech de Léguo";"12";"12240";"LA CAPELLE BLEYS";"12054";587494;1923753;"GRANITE"
"COMMUNE DE CURIERES";"Puech de la Rode";"12";"12210";"CURIERES";"12088";642000;1961426;"BASALTES"
"GALIBERT et FILS Espalion";"La Gaillouste";"12";"12500";"ESPALION";"12096";633430;1949028;"CALCAIRE"
"TOURRETTE Philippe";"Mézerac";"12";"12310";"GAILLAC D AVEYRON";"12107";645236;1928337;"CALCAIRE"
"CONTE et  Fils SARL";"Les planquettes";"12";"12310";"LAISSAC";"12120";639296;1932657;"CALCAIRE"
"PEREIRA RIBEIRO Antoine";"Ménanery et Foulade";"46";"46310";"ST GERMAIN DU BEL AIR";"46267";529415;1957858;"CALCAIRE"
"CRUZ DOS SANTOS Antoine";"Pech de Blanchard";"46";"46150";"CRAYSSAC";"46080";520254;1948709;"CALCAIRE"
"BACH Jean-Paul";"Métairie Haute";"46";"46150";"ST MEDARD";"46280";518948;1948489;"CALCAIRE"
"Sablières & Carrières de la Madeleine SA";"Clayrou & Maraval";"46";"46270";"CUZAC";"46085";582688;1952988;"DIORITES"
"SCMC SARL ";"Caffoulens, Les Carrières & Auriac";"46";"46270";"BAGNAC SUR CELE";"46015";584067;1962123;"GNEISS"
"CARRIERES DU SUD OUEST Sas";"Les vignes";"46";"46120";"THEMINES";"46318";560143;1970714;"CALCAIRE"
"CARRIERES DU SUD OUEST Sas";"""Champ du Ruisseau"" - ""Cloucau"" -";"46";"46120";"THEMINES";"46318";558580;1969634;"CALCAIRE"
"VIGROUX GRANULATS SNC";"""La Cayrelié"", ""Vignoble de la Cayrelié""";"81";"81340";"ASSAC";"81019";607822;1883872;"CALCAIRE"
"ROUQUETTE TRAVAUX PUBLICS ";"Les Carrières";"12";"12220";"LES ALBRES";"12003";589616;1949656;"MICASCHISTES"
"ROUQUETTE SARL";"Le Garrissou, Corrompis, Lamarantié";"81";"81170";"LES CABANNES";"81045";567811;1896060;"CALCAIRE"
"CARRIERE DE LA MONTAGNE NOIRE";"Saint Chipolis - Le Plolis";"81";"81110";"DOURGNE";"81081";584069;1829858;"CALCAIRE"
"SECAM SA";"Le Siala";"81";"81110";"ST AMANCET";"81237";581916;1827920;"CALCAIRE"
"BRU Guy Etablissements (ex Bury'n)";"La Borie de Vaquier";"12";"12550";"MARTRIN";"12141";623984;1882577;"GRES"
"LAUZES ET ARDOISES DE PAYS";"Les Cazes";"12";"12210";"MONTPEYROUX";"12156";638800;1960077;"SCHISTES"
"SALELLES MICHEL";"La Moulieyre";"12";"12210";"MONTPEYROUX";"12156";632766;1955806;"MICASCHISTES"
"COLAS (Onet - carrière)";"Les Calzérous ";"12";"12000";"ONET LE CHATEAU";"12176";622051;1931435;"CALCAIRE"
"MBM SA (ex SIMAT) Onet le Chateau";"La Vialatelle et Puech Camp";"12";"12000";"ONET LE CHATEAU";"12176";620389;1932118;"CALCAIRE"
"SCMC (ex VIGROUX JM)";"La Salvatelle";"12";"12170";"REQUISTA";"12197";616000;1892337;"QUARTZ"
"PALAT CARRIERES ET TP (Le Coustal)";"Le Coustal";"12";"12140";"ST HIPPOLYTE";"12226";620699;1970863;"SCHISTES"
"DAUDE CARRIERES";"Bosc de Rocalbe";"12";"12140";"ST HIPPOLYTE";"12226";615429;1967416;"RHYOLITES"
"SEVIGNE  INDUSTRIES St Rome de Tarn ";"Puech Long Bas";"12";"12490";"ST ROME DE TARN";"12244";646573;1893145;"CALCAIRE"
"SABLIERES DE LA MADELEINE";"L'Hermie";"12";"12300";"ST SANTIN";"12246";591291;1957115;"ANDESITES"
"COLAS Salles-la-Source carrière";"Puech Hiver";"12";"12330";"SALLES LA SOURCE";"12254";616983;1937044;"CALCAIRE"
"FRANCOIS INDUSTRIE  SAS";"La Cordenade";"12";"12330";"SALLES LA SOURCE";"12254";612174;1934391;"CALCAIRE"
"BERNADETS boussan";"Moulin d'Arnaud";"31";"31420";"BOUSSAN";"31083";482525;1805815;"CALCAIRE"
"EUROVIA Savignac carrière";"Combe Nègre";"12";"12200";"SAVIGNAC";"12263";570200;1928517;"CALCAIRE"
"ARTISANS DE LA PIERRE (ex Séguier)";"Mauriac";"12";"12260";"VILLENEUVE";"12301";575977;1934412;"CALCAIRE"
"CARRIERE DE CHAUM (ex FABBRO)";"Bézan et Forêt Royale";"31";"31440";"CHAUM";"31139";463300;1770962;"QUARTZ"
"COINTRE (gourdan)";"Le Picon";"31";"31210";"GOURDAN POLIGNAN";"31224";456653;1786466;"QUARTZ"
"LAFARGE CIMENTS carrière";"Malassang";"31";"31220";"MARTRES TOLOSANE";"31324";488578;1799532;"CALCAIRE"
"DENJEAN GRANULATS (carrière)";"Bois Maridou";"31";"31260";"MAZERES SUR SALAT";"31336";487628;1791292;"QUARTZ"
"SEVIGNE INDUSTRIES Aguessac carrière";"Rascalat";"12";"12520";"AGUESSAC";"12002";659830;1907675;"CALCAIRE"
"MBM SA (ex SIMAT) Arvieu";"Le Bègue";"12";"12120";"ARVIEU";"12011";626348;1910731;"AMPHIBOLITES"
"MBM SA ( ex SIMAT) campagnac";"Le Claux Haut";"12";"12560";"CAMPAGNAC";"12047";662906;1933581;"CALCAIRE"
"BOIX ET CIE";"Roc de la Liberté";"12";"12420";"CANTOIN";"12051";635390;1981871;"BASALTES"
"STPAG (SARL)";"Lesarrouquets";"32";"32480";"LA ROMIEU";"32345";453558;1886946;"CALCAIRE"
"SAT Sas (Société Auxiliaire de Travaux) ";"Ruscou  & Champ de Larche";"46";"46100";"CAMBES";"46051";565271;1958486;"CALCAIRE"
"LASBORDES FRERES Sarl";"La Pasquié";"46";"46110";"CARENNAC";"46058";550707;1990399;"CALCAIRE"
"MTE SARL";"Le Begoux";"46";"46110";"CARENNAC";"46058";551251;1989969;"CALCAIRE"
"LASBORDES FRERES Sarl";"Les Cataunes";"46";"46110";"CARENNAC";"46058";551029;1989869;"CALCAIRE"
"MARIA Oswaldo";"Combel Lalio & Les Grèzes";"46";"46150";"CRAYSSAC";"46080";521224;1945920;"CALCAIRE"
"CARRIERES DU BASSIN DE BRIVE Sas";"Pech des Balmes";"46";"46320";"ESPEDAILLAC";"46094";556774;1962653;"CALCAIRE"
"CARRIERE DES GENESTES Sarl";"Pech Lebrou";"46";"46600";"GIGNAC";"46118";536435;1999015;"CALCAIRE"
"CARRIERES DU SUD OUEST Sas";"Roc du Buis, Clos Longs, Les Friches";"46";"46090";"ESCLAUZELS";"46092";542306;1934848;"CALCAIRE"
"SAT Sas (Société Auxiliaire de Travaux)";"Causse de Saint Denis";"46";"46100";"LISSAC ET MOURET";"46175";573452;1957505;"CALCAIRE"
"STAP Sas";"Les Grézals";"46";"46320";"LIVERNON";"46176";559850;1959099;"CALCAIRE"
"BERGON DELTEIL Sas";"Les Térondels, Les Camarades";"46";"46700";"MONTCABRIER";"46199";500723;1950659;"CALCAIRE"
"SDC Sas";"Roc de la Dame, Combe de la Dame, ";"46";"46200";"PINSAC";"46220";534915;1985683;"CALCAIRE"
"COLAS SUD-OUEST SA  Rocamadour";"Malpas";"46";"46500";"ROCAMADOUR";"46240";541354;1979109;"CALCAIRE"
"SEGUY TP Sarl";"La Carrière";"46";"46230";"VAYLATS";"46329";543187;1926340;"CALCAIRE"
"CARRIERES RUP Eurl";"Pech Fournou et Fournou";"46";"46090";"VILLESEQUE";"46335";519722;1932474;"CALCAIRE"
"CARRIERES RUP Eurl";"Lacombe de la Pâture";"46";"46090";"VILLESEQUE";"46335";519258;1932107;"CALCAIRE"
"SOCARL";"Pibeste";"65";"65400";"AGOS VIDALOS";"65004";404431;1785693;"CALCAIRE"
"BAGNERES MATERIAUX";"La gailleste";"65";"65200";"BAGNERES DE BIGORRE";"65059";419261;1787261;"CALCAIRE"
"CARRIERES PLO (Beyrede)";"Bouche";"65";"65410";"BEYREDE JUMET";"65092";439310;1774436;"MARBRE"
"CARRIERES DANIEL (carrière)";"Soucastets - Soulagnets";"65";"65100";"GER";"65197";405395;1785704;"CALCAIRE"
"CARRIERES PLO (Ilhet)";"Hayau";"65";"65410";"ILHET";"65228";440546;1774333;"MARBRE"
"SOCLI Carrière";"Espujos le bosq";"65";"65370";"IZAOURT";"65230";459183;1780632;"CALCAIRE"
"SEAL";"Le Maylou";"65";"65200";"LABASSERE";"65238";415474;1785817;"ARDOISES"
"MUR ENTREPRISE";"La Bouche";"65";"65130";"ESPARROS";"65165";438279;1782179;"CALCAIRE"
"SABLIERES DES PYRENEES (Sacoué carrière)";"Monsacou - Bois des Teuses";"65";"65370";"SACOUE";"65382";452377;1777103;"CALCAIRE"
"ARDOISIERES DU NEEZ";"Justous - Toureilles - Le Village";"65";"65100";"ST CREAC";"65386";408306;1786448;"ARDOISES"
"ONYX ET MARBRES GRANULES (OMG)";"Montagne de Cap Neste";"65";"65410";"SARRANCOLIN";"65408";443622;1772419;"MARBRE"
"ONYX ET MARBRES GRANULES (OMG) - blanc";"Les mottes";"65";"65370";"SOST";"65431";453188;1770564;"MARBRE"
"GUIPAL SA";"St-Martin";"12";"12360";"BRUSQUE";"12039";648857;1864055;"CALCAIRE"
"CARRIERES DE LA NESTE (Hèches)";"Le Louda";"65";"65250";"HECHES";"65218";438950;1780595;"CALCAIRE"
"CALCAIRES DE LA GAILLOSTE (LES)";"La Gailloste";"12";"12130";"PIERREFICHE";"12182";644653;1937228;"CALCAIRE"
"CARRIERES DE VILLENEUVE";"Le Causse";"12";"12260";"VILLENEUVE";"12301";577496;1941391;"CALCAIRE"
"SEVIGNE INDUSTRIES La Cavalerie";"Le cavet";"12";"12230";"LA CAVALERIE";"12063";669831;1887939;"CALCAIRE"
"BRIQUETERIE BOUISSET SARL";"Le Simou";"81";"81240";"ALBINE";"81005";615544;1829416;"ARGILE"
"JANY AURIOL SARL";"Gédoul";"81";"81120";"DENAT";"81079";589453;1868812;"CALCAIRE"
"ARDOISIERES DE DOURGNE";"Litmagé";"81";"81110";"DOURGNE";"81081";583347;1828169;"ARDOISES"
"CARAYON (103.001)";"Calouze";"81";"81530";"GIJOUNET";"81103";620378;1857364;"CALCAIRE"
"JANY AURIOL SARL";"La Cape";"81";"81120";"LOMBERS";"81147";587218;1866584;"CALCAIRE"
"CARCELLER SA";"Triguebieures";"81";"81440";"MONTDRAGON";"81174";581037;1863611;"CALCAIRE"
"BESSAC SA (182.004)";"La Rouquié ; Rocher de Richard et ";"81";"81360";"MONTREDON LABESSONNIE";"81182";598766;1858675;"CORNEENNES"
"Carrières Peyrebrune La Rouquié 182.001";"Peyrebrune (lieux-dits Puech Caillol ;  ";"81";"81360";"MONTREDON LABESSONNIE";"81182";594051;1862435;"DIORITES"
"SGM AGREGATS SAS";"Payssieyrou et Teyssonnières";"81";"81250";"PAULINET";"81203";609927;1873913;"CALCAIRE"
"OSTENGO Roger";"Combe de Rabaud";"81";"81140";"PENNE";"81206";551442;1897453;"CALCAIRE"
"GAUD ET FILS SARL";"Clauzous-Agnès";"81";"81170";"ST MARCEL CAMPES";"81262";575391;1897228;"GRES"
"MILHAU STE  PréLautier & Bouysse 314.002";"Pré Lautier et La Bouysse";"81";"81530";"VIANE";"81314";621023;1858317;"CALCAIRE"
"JANY AURIOL SARL";"Taraval";"81";"81130";"VILLENEUVE SUR VERE";"81319";575045;1890769;"CALCAIRE"
"SCOTT Ets SARL";"Combes de Fargues";"81";"81640";"VIRAC";"81322";576944;1892339;"CALCAIRE"
"PEMA SARL";"Lias";"32";"32190";"CAILLAVET";"32071";438915;1859103;"CALCAIRE"
"SGC (Jegun)";"Lieu dit NECHIEU";"32";"32360";"JEGUN";"32162";447014;1863622;"CALCAIRE"
"LA GARENNE SA";"La Tastere";"32";"32500";"LA SAUVETAT";"32417";453545;1871764;"CALCAIRE"
"BEZERRA (Lauraet)";"Les Arroucails";"32";"32330";"LAURAET";"32203";432198;1881714;"CALCAIRE"
"BACH Jean-Paul";"Balmelle";"46";"46150";"CATUS";"46064";521805;1948861;"CALCAIRE"
"COLAS SUD-OUEST SA  Carlucet";"Lasfages";"46";"46500";"CARLUCET";"46059";541501;1973328;"CALCAIRE"
"BELMON Sas";"Roc de Séguis, Sarrades & Pech Ras";"46";"46090";"AUJOLS";"46010";537395;1937785;"CALCAIRE"
"RESCANIERES SAS Raissac";"Carrière de Raissac";"09";"09300";"RAISSAC";"09242";555791;1771104;"CALCAIRE"
"ALLA GILBERT";"La Pinède";"12";"12230";"SAUCLIERES";"12260";680559;1888740;"CALCAIRE"
"ARRAZAT Pascal EURL AETP (Capelle-Bleys)";"Les Carmes";"12";"12240";"LA CAPELLE BLEYS";"12054";585633;1920973;"GRANITE"
"CARRIERES DU SIDOBRE SARL";"Les Planes";"81";"81210";"LACROUZETTE";"81128";600733;1851234;"GRANITE"
"CARRIERES PLO (269.079)";"Bois de l'Ebès";"81";"81490";"ST SALVY DE LA BALME";"81269";602671;1846101;"GRANITE"
"CARRIERES PLO (269.024)";"Bois d'en Baysse et Camp Bernard";"81";"81490";"ST SALVY DE LA BALME";"81269";604963;1845234;"GRANITE"
"CARRIERES PLO (269.107)";"Le Salès";"81";"81490";"ST SALVY DE LA BALME";"81269";603205;1844821;"GRANITE"
"CARRIERE DU PLO DU ROC";"Sirventou";"81";"81100";"BURLATS";"81042";598596;1848178;"GRANITE"
"CARRIERES D'OCCITANIE - 042.032";"Fontcrabe";"81";"81100";"BURLATS";"81042";600112;1846443;"GRANITE"
"CAMPOS FERREIRA Valério & FILS SARL";"Bouygues Hautes";"46";"46150";"CRAYSSAC";"46080";520141;1947930;"CALCAIRE"
"CAMPOS FERREIRA Joaquim";"Combe de Guiral";"46";"46150";"CRAYSSAC";"46080";520896;1946461;"CALCAIRE"
"RAMOS FERREIRA Félicien";"Vignes Grandes";"46";"46150";"GIGOUZAC";"46119";528703;1954853;"CALCAIRE"
"BACH Jean-Paul";"La Gaufié";"46";"46150";"GIGOUZAC";"46119";527518;1954945;"CALCAIRE"
"SDC Sas ";"Combes de Guiral";"46";"46150";"CRAYSSAC";"46080";520690;1946612;"CALCAIRE"
"CRUZ DOS SANTOS Antoine";"Les Pêches & Combes de Guiral";"46";"46150";"CRAYSSAC";"46080";520725;1946488;"CALCAIRE"
"FERREIRA Horacio";"Mont Rixou";"46";"46090";"ESPERE";"46095";521975;1946464;"CALCAIRE"
"CM QUARTZ  Sasu Crayssac";"Les Devèzes";"46";"46150";"CRAYSSAC";"46080";521656;1946740;"CALCAIRE"
"FLAMARY Sa";"Gabacherie sud";"46";"46110";"CARENNAC";"46058";550535;1987368;"CALCAIRE"
"PINTO Paulo";"Champ de Lys";"46";"46150";"ST MEDARD";"46280";518672;1948015;"CALCAIRE"
"IMPERIAL GRANIT SARL";"Roc long et Terme de Lascombe";"81";"81490";"ST SALVY DE LA BALME";"81269";604377;1845834;"GRANITE"
"JACOB RICHARD";"Le Traves";"81";"81490";"ST SALVY DE LA BALME";"81269";604963;1845234;"GRANITE"
"JACOB RICHARD";"Ladrech";"81";"81490";"ST SALVY DE LA BALME";"81269";604963;1845234;"GRANITE"
"BENNE Jean-Pierre Jautas Merlets 269.015";"Le Jautas et Les Merlets ";"81";"81490";"ST SALVY DE LA BALME";"81269";602286;1844761;"GRANITE"
"SENEGAS JOSIAN (269.089)";"Panifol";"81";"81490";"ST SALVY DE LA BALME";"81269";604963;1845234;"GRANITE"
"SENEGAS JOSIAN (269.091)";"Fombals et Martoulet";"81";"81490";"ST SALVY DE LA BALME";"81269";603383;1845309;"GRANITE"
"LES CARRIERES DE L'ARTHUZIE SARL";"Plamborde";"81";"81100";"BURLATS";"81042";598596;1848178;"GRANITE"
"LES GRANITS DE SEPT FAUX (269.090)";"Plo du Sidobre";"81";"81490";"ST SALVY DE LA BALME";"81269";604963;1845234;"GRANITE"
"LES GRANITS DE SEPT FAUX (042.076)";"Le Lac Bas";"81";"81100";"BURLATS";"81042";600658;1846683;"GRANITE"
"MENOU RENE ET FILS ETS SARL (42.060)";"La Trivalle";"81";"81100";"BURLATS";"81042";602651;1847311;"GRANITE"
"CARRIERES  DU BOUSQUET SARL";"Croix du Verdier";"81";"81100";"BURLATS";"81042";601404;1849017;"GRANITE"
"SEVERAC LOUIS GRANIT (LES FILS DE) SARL";"Fonfède";"81";"81210";"LACROUZETTE";"81128";602111;1849242;"GRANITE"
"SGM AGREGATS (145.004)";"Gradilles";"81";"81310";"LISLE SUR TARN";"81145";557719;1880775;"SAB.IND.SILICEUX"
"MALET SA 174.003 Puech Duc";"Puech Duc";"81";"81440";"MONTDRAGON";"81174";577700;1864525;"CALCAIRE"
"TERREAL Société (238.001)";"Rieussequel";"81";"81240";"ST AMANS SOULT";"81238";614262;1829843;"ARGILE"
"LES GRANITS DE SEPT FAUX (269.096)";"Plo du Sidobre";"81";"81490";"ST SALVY DE LA BALME";"81269";604963;1845234;"GRANITE"
"CARRIERES DU SUD OUEST Laval (292.002)";"Laval";"81";"81190";"TANUS";"81292";598347;1901795;"GNEISS"
"CAMBESSE GRANITS Calmejane 042.053";"Calmejane";"81";"81100";"BURLATS";"81042";600968;1847662;"GRANITE"
"FABIE ENTREPRISE";"La Barthe";"12";"12120";"COMPS LA GRAND VILLE";"12073";618614;1914079;"SCHISTES"
"LES CARRIERES DE L'ARTHUZIE SARL";"Bois de l'Ebès";"81";"81490";"ST SALVY DE LA BALME";"81269";603749;1845128;"GRANITE"
"SGM AGREGATS SAS";"Taraval";"81";"81130";"VILLENEUVE SUR VERE";"81319";575427;1889647;"CALCAIRE"
"ONYX ET MARBRES GRANULES (OMG) - rouge";"";"65";"65370";"SOST";"65431";454578;1767017;"MARBRE"
"CARRIERE DU BOIS DE GALINIERES SARL";"Bois de Galinières";"12";"12130";"PIERREFICHE";"12182";646425;1937159;"CALCAIRE"
"CARRIERES DE LA VIENNE (C0)";"Lieu-dit ""Val des Leux""";"76";"76530";"MAUNY";"76419";495465;2489133;"CALCAIRE"
"MEAC (ex SMACH) Garennes/Eure-C2";"La Côte de la Mare aux Pigeons";"27";"27780";"GARENNES SUR EURE";"27278";533954;2434963;"CALCAIRE"
"BOUSSIQUET et FILS SARL";"Route nationale - Les Cartes";"86";"86190";"AYRON";"86017";426046;2187744;"CALCAIRE"
"CDMR - Ebréon";"Le Bois Bourru";"16";"16140";"EBREON";"16122";421105;2105602;"CALCAIRE"
"MAQUIGNON FRERES SARL";"La Martinière, La Petite Garde";"86";"86230";"USSEAU";"86275";460260;2209189;"CALCAIRE"
"GSM - Saint Fraigne";"Biarge Le Fayant La Couturette";"16";"16140";"ST FRAIGNE";"16317";417737;2109430;"CALCAIRE"
"ARGI PROPRE SARL";"LES BOIS DE CHAMPORY";"86";"86120";"CURCAY SUR DIVE";"86090";422000;2228090;"CALCAIRE"
"BARON ET FILS SARL";"Parc du Puygarreau";"86";"86230";"SOSSAIS";"86265";449371;2208933;"CALCAIRE"
"CARRIERES DE VAYOLLES SARL";"Les Alberdières";"86";"86420";"PRINCAY";"86201";440884;2214552;"CALCAIRE"
"CARRIERES SAINT LAON";"Les Apentais";"86";"86200";"ST LAON";"86227";420708;2221107;"CALCAIRE"
